generated_at,ticker,recommendation,tactical_signal,investment_view,conviction_level,signal_score,adjusted_signal_score,confidence,model_quality_score,macro_regime,headline_count,confident_headline_count,top_positive_keywords,top_negative_keywords,drivers,risk_flags,source_breakdown,reasoning
2026-03-10T23:29:13.117835+00:00,VLO,HOLD,HOLD,NEGATIVE,LOW,-0.154,-0.174,0.9525,3.96,risk_off,249,229,"surge, jump, beats, climbs, earnings beat","crash, concerns, dive, lawsuit, layoffs",Positive news sentiment (84/229 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 239, 'yahoo_finance': 10}","84 of 229 confident headlines classified positive, 77 negative, 68 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 77 negative headline(s) countering 84 positive one(s). Lexicon detected bullish signals: surge, jump, beats (lexicon score: -0.01). Lexicon detected bearish signals: crash, concerns, dive (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.154."
2026-03-10T23:26:50.040212+00:00,SBUX,HOLD,HOLD,NEGATIVE,LOW,-0.1606,-0.3806,0.9149,3.96,risk_off,240,191,"rally, beat, game changer, expands","downgraded, lawsuit, uncertainty, pressure, concerns",Positive news sentiment (33/191 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 230, 'yahoo_finance': 10}","33 of 191 confident headlines classified positive, 32 negative, 126 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'item' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 32 negative headline(s) countering 33 positive one(s). Lexicon detected bullish signals: rally, beat, game changer (lexicon score: -0.00). Lexicon detected bearish signals: downgraded, lawsuit, uncertainty (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.161."
2026-03-10T23:33:41.939188+00:00,AEP,HOLD,HOLD,NEGATIVE,LOW,-0.1905,-0.2105,0.947,3.96,risk_off,188,166,"expands, surge, outperforming, buy rating, target on","risks, underweight rating, warns, price target cut, concerns",Positive news sentiment (67/166 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 178, 'yahoo_finance': 10}","67 of 166 confident headlines classified positive, 35 negative, 64 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 35 negative headline(s) countering 67 positive one(s). Lexicon detected bullish signals: expands, surge, outperforming (lexicon score: +0.01). Lexicon detected bearish signals: risks, underweight rating, warns (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.191."
2026-03-10T23:23:27.021981+00:00,MS,HOLD,HOLD,NEGATIVE,LOW,-0.1906,-0.4106,0.952,3.96,risk_off,225,195,"ipo, overweight rating, target on, boom, beats","layoffs, risks, downgrades, drops, pressure",Positive news sentiment (57/195 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 215, 'yahoo_finance': 10}","57 of 195 confident headlines classified positive, 29 negative, 109 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 29 negative headline(s) countering 57 positive one(s). Lexicon detected bullish signals: ipo, overweight rating, target on (lexicon score: +0.02). Lexicon detected bearish signals: layoffs, risks, downgrades (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.191."
2026-03-10T23:32:44.328884+00:00,AMT,HOLD,HOLD,NEGATIVE,LOW,-0.2099,-0.3299,0.9358,3.96,risk_off,246,204,"beat, game changer, climbs, rally","sinks, crash, downgrades",Positive news sentiment (53/204 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 236, 'yahoo_finance': 10}","53 of 204 confident headlines classified positive, 33 negative, 118 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 33 negative headline(s) countering 53 positive one(s). Lexicon detected bullish signals: beat, game changer, climbs (lexicon score: +0.00). Lexicon detected bearish signals: sinks, crash, downgrades (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.210."
2026-03-10T23:24:11.571398+00:00,TFC,HOLD,HOLD,NEGATIVE,LOW,-0.2179,-0.3379,0.9619,3.96,risk_off,217,208,"target on, buy rating, price target raised, upgrades, raises target","pressure, concerns, headwinds, fraud, cut pt",Positive news sentiment (105/208 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 207, 'yahoo_finance': 10}","105 of 208 confident headlines classified positive, 53 negative, 50 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 53 negative headline(s) countering 105 positive one(s). Lexicon detected bullish signals: target on, buy rating, price target raised (lexicon score: +0.08). Lexicon detected bearish signals: pressure, concerns, headwinds (lexicon score: +0.08). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.218."
2026-03-10T23:20:44.490558+00:00,TSLA,HOLD,HOLD,NEGATIVE,MEDIUM,-0.2196,-0.4396,0.9804,3.96,risk_off,50,49,"ipo, beats, share buyback, upgraded","tumble, sinking, drops, lawsuit, slumps",Positive news sentiment (17/49 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'yahoo_finance': 17, 'fnspid': 15, 'sec_edgar': 12, 'nyt': 5, 'economic_times': 1}","17 of 49 confident headlines classified positive, 14 negative, 18 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'adbe' detected (historically negative avg CAR=-1.51%). Signal partially dampened by 14 negative headline(s) countering 17 positive one(s). Lexicon detected bullish signals: ipo, beats, share buyback (lexicon score: -0.04). Lexicon detected bearish signals: tumble, sinking, drops (lexicon score: -0.04). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.220."
2026-03-10T23:30:09.334948+00:00,LMT,HOLD,HOLD,NEGATIVE,LOW,-0.239,-0.359,0.937,3.96,risk_off,230,204,"surges, milestone, expands, jumps, oversubscribed","downgrade, downgrades, concerns, warning",Positive news sentiment (100/204 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 220, 'yahoo_finance': 10}","100 of 204 confident headlines classified positive, 25 negative, 79 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 25 negative headline(s) countering 100 positive one(s). Lexicon detected bullish signals: surges, milestone, expands (lexicon score: +0.02). Lexicon detected bearish signals: downgrade, downgrades, concerns (lexicon score: +0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.239."
2026-03-10T23:27:18.222330+00:00,NKE,HOLD,HOLD,NEGATIVE,LOW,-0.2425,-0.4625,0.9393,3.96,risk_off,245,209,"jumps, surged, insider buying, ipo, jump","bubble, job cuts, layoffs, dropped, warning",Positive news sentiment (48/209 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 235, 'yahoo_finance': 10}","48 of 209 confident headlines classified positive, 31 negative, 130 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'filing' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 31 negative headline(s) countering 48 positive one(s). Lexicon detected bullish signals: jumps, surged, insider buying (lexicon score: -0.01). Lexicon detected bearish signals: bubble, job cuts, layoffs (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.243."
2026-03-10T23:30:33.416526+00:00,VZ,HOLD,HOLD,NEGATIVE,MEDIUM,-0.2541,-0.3741,0.9579,3.96,risk_off,10,10,upgrades,"worry, sinks, downgraded",Positive news sentiment (4/10 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 10 confident headlines classified positive, 3 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 3 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: upgrades (lexicon score: -0.06). Lexicon detected bearish signals: worry, sinks, downgraded (lexicon score: -0.06). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.254."
2026-03-10T23:28:06.773662+00:00,LOW,HOLD,HOLD,NEGATIVE,MEDIUM,-0.2812,-0.5012,0.9797,3.96,risk_off,10,9,market share gains,"warning, struggles",Positive news sentiment (4/9 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 9 confident headlines classified positive, 2 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 2 negative headline(s) countering 4 positive one(s). Lexicon detected bullish signals: market share gains (lexicon score: -0.02). Lexicon detected bearish signals: warning, struggles (lexicon score: -0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.281."
2026-03-10T23:28:28.038453+00:00,BKNG,HOLD,HOLD,NEGATIVE,LOW,-0.3009,-0.4209,0.9346,3.96,risk_off,252,202,"jump, blockbuster, expands, surges, rally","dive, fears, volatility, warning",Positive news sentiment (63/202 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 242, 'yahoo_finance': 10}","63 of 202 confident headlines classified positive, 36 negative, 103 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 36 negative headline(s) countering 63 positive one(s). Lexicon detected bullish signals: jump, blockbuster, expands (lexicon score: +0.01). Lexicon detected bearish signals: dive, fears, volatility (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.301."
2026-03-10T23:32:10.229873+00:00,FCX,HOLD,HOLD,NEGATIVE,LOW,-0.3018,-0.5218,0.9484,3.96,risk_off,226,202,"rally, price target raised, surge, upgrade, outperforming","lawsuit, class action, securities fraud, volatility, risks",Positive news sentiment (85/202 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 216, 'yahoo_finance': 10}","85 of 202 confident headlines classified positive, 35 negative, 82 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 35 negative headline(s) countering 85 positive one(s). Lexicon detected bullish signals: rally, price target raised, surge (lexicon score: -0.06). Lexicon detected bearish signals: lawsuit, class action, securities fraud (lexicon score: -0.06). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.302."
2026-03-10T23:21:15.667860+00:00,CRM,HOLD,HOLD,NEGATIVE,LOW,-0.3108,-0.5308,0.9546,3.96,risk_off,244,227,"expands, climbs, surges, boom, solid quarter","layoffs, fears, job cuts, concerns, bubble",Positive news sentiment (97/227 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 234, 'yahoo_finance': 10}","97 of 227 confident headlines classified positive, 65 negative, 65 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'adobe' detected (historically negative avg CAR=-1.51%). Signal partially dampened by 65 negative headline(s) countering 97 positive one(s). Lexicon detected bullish signals: expands, climbs, surges (lexicon score: -0.01). Lexicon detected bearish signals: layoffs, fears, job cuts (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.311."
2026-03-10T23:32:56.095304+00:00,CCI,HOLD,HOLD,NEGATIVE,LOW,-0.3187,-0.4387,0.9424,3.96,risk_off,242,228,"boom, beats estimates",price target cut,Positive news sentiment (20/228 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 232, 'yahoo_finance': 10}","20 of 228 confident headlines classified positive, 4 negative, 204 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'goog' detected (historically negative avg CAR=-0.38%). Signal partially dampened by 4 negative headline(s) countering 20 positive one(s). Lexicon detected bullish signals: boom, beats estimates (lexicon score: +0.00). Lexicon detected bearish signals: price target cut (lexicon score: +0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.319."
2026-03-10T23:30:31.820162+00:00,T,HOLD,HOLD,NEGATIVE,MEDIUM,-0.3413,-0.4613,0.9426,3.96,risk_off,10,10,,worry,Positive news sentiment (5/10 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 10 confident headlines classified positive, 2 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 2 negative headline(s) countering 5 positive one(s). Lexicon detected bearish signals: worry (lexicon score: -0.02). Composite signal score: -0.341."
2026-03-10T23:29:49.094834+00:00,BA,HOLD,HOLD,NEGATIVE,LOW,-0.3478,-0.4678,0.9365,3.96,risk_off,210,181,"upgrade, jump, soars, surge, climbs","crash, layoffs, concerns, risks, crashes",Positive news sentiment (76/181 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 200, 'yahoo_finance': 10}","76 of 181 confident headlines classified positive, 30 negative, 75 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'item' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 30 negative headline(s) countering 76 positive one(s). Lexicon detected bullish signals: upgrade, jump, soars (lexicon score: -0.02). Lexicon detected bearish signals: crash, layoffs, concerns (lexicon score: -0.02). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.348."
2026-03-10T23:20:42.020212+00:00,AMZN,HOLD,HOLD,NEGATIVE,MEDIUM,-0.3556,-0.5756,0.9726,3.96,risk_off,75,72,"boom, expands, ipo, beats, upgraded","worry, worries, tumble, weak guidance, pressure",Positive news sentiment (15/72 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'sec_edgar': 32, 'yahoo_finance': 17, 'fnspid': 15, 'nyt': 6, 'economic_times': 4, 'guardian': 1}","15 of 72 confident headlines classified positive, 12 negative, 45 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'adbe' detected (historically negative avg CAR=-1.51%). Signal partially dampened by 12 negative headline(s) countering 15 positive one(s). Lexicon detected bullish signals: boom, expands, ipo (lexicon score: -0.00). Lexicon detected bearish signals: worry, worries, tumble (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.356."
2026-03-10T23:19:56.230189+00:00,AAPL,HOLD,HOLD,NEGATIVE,LOW,-0.3777,-0.5977,0.9304,3.96,risk_off,371,316,"upgraded, upgrade, boom, jumps, surge","downgraded, warning, dive, sink, drops",Positive news sentiment (69/316 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 297, 'sec_edgar': 30, 'yahoo_finance': 20, 'fnspid': 14, 'nyt': 10}","69 of 316 confident headlines classified positive, 31 negative, 216 neutral (overall sentiment: positive). Highest-credibility source: sec_edgar (weight=1.0). Keyword 'adbe' detected (historically negative avg CAR=-1.51%). Signal partially dampened by 31 negative headline(s) countering 69 positive one(s). Lexicon detected bullish signals: upgraded, upgrade, boom (lexicon score: -0.00). Lexicon detected bearish signals: downgraded, warning, dive (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.378."
2026-03-10T23:22:34.623084+00:00,LRCX,HOLD,HOLD,NEGATIVE,LOW,-0.4221,-0.5421,0.9537,3.96,risk_off,247,225,"price target raised, rally, boom, surge, upgrade","fears, risks, slump, tumble",Positive news sentiment (112/225 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 237, 'yahoo_finance': 10}","112 of 225 confident headlines classified positive, 33 negative, 80 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 33 negative headline(s) countering 112 positive one(s). Lexicon detected bullish signals: price target raised, rally, boom (lexicon score: +0.04). Lexicon detected bearish signals: fears, risks, slump (lexicon score: +0.04). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.422."
2026-03-10T23:30:42.008369+00:00,CMCSA,HOLD,HOLD,NEGATIVE,LOW,-0.4281,-0.5481,0.964,3.96,risk_off,235,222,"expands, buyback, upgrades, jumps, surge","worries, avoid, revenue decline, layoffs, job cuts",Positive news sentiment (92/222 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 225, 'yahoo_finance': 10}","92 of 222 confident headlines classified positive, 45 negative, 85 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'filing' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 45 negative headline(s) countering 92 positive one(s). Lexicon detected bullish signals: expands, buyback, upgrades (lexicon score: -0.01). Lexicon detected bearish signals: worries, avoid, revenue decline (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.428."
2026-03-10T23:26:25.708058+00:00,COST,HOLD,HOLD,NEGATIVE,LOW,-0.4318,-0.5518,0.9311,3.96,risk_off,210,157,"expands, upgrade","avoid, pressure, drops, lawsuit",Positive news sentiment (37/157 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 200, 'yahoo_finance': 10}","37 of 157 confident headlines classified positive, 16 negative, 104 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'item' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 16 negative headline(s) countering 37 positive one(s). Lexicon detected bullish signals: expands, upgrade (lexicon score: -0.00). Lexicon detected bearish signals: avoid, pressure, drops (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.432."
2026-03-10T23:26:03.070245+00:00,PG,HOLD,HOLD,NEGATIVE,LOW,-0.4322,-0.5522,0.9262,3.96,risk_off,243,213,"upgrade, beats, earnings beat, strong earnings, beat","sells off, concerns, uncertainty, recall",Positive news sentiment (46/213 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 233, 'yahoo_finance': 10}","46 of 213 confident headlines classified positive, 18 negative, 149 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 18 negative headline(s) countering 46 positive one(s). Lexicon detected bullish signals: upgrade, beats, earnings beat (lexicon score: +0.01). Lexicon detected bearish signals: sells off, concerns, uncertainty (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.432."
2026-03-10T23:33:33.523137+00:00,SO,HOLD,HOLD,NEGATIVE,LOW,-0.4769,-0.4969,0.9285,3.96,risk_off,247,206,"expands, boom, upgrades, upgraded, milestone","underweight rating, downgraded, fined, warning, underweight",Positive news sentiment (72/206 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 237, 'yahoo_finance': 10}","72 of 206 confident headlines classified positive, 33 negative, 101 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 33 negative headline(s) countering 72 positive one(s). Lexicon detected bullish signals: expands, boom, upgrades (lexicon score: -0.00). Lexicon detected bearish signals: underweight rating, downgraded, fined (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.477."
2026-03-10T23:25:01.710676+00:00,MRK,HOLD,HOLD,NEGATIVE,LOW,-0.501,-0.521,0.9395,3.96,risk_off,236,217,"surged, jumps, expands, upgrades, soars","headwinds, avoid, declines, downgraded",Positive news sentiment (72/217 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 226, 'yahoo_finance': 10}","72 of 217 confident headlines classified positive, 14 negative, 131 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'auto' detected (historically negative avg CAR=-0.69%). Signal partially dampened by 14 negative headline(s) countering 72 positive one(s). Lexicon detected bullish signals: surged, jumps, expands (lexicon score: +0.01). Lexicon detected bearish signals: headwinds, avoid, declines (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.501."
2026-03-10T23:24:42.308124+00:00,ABBV,HOLD,HOLD,NEGATIVE,LOW,-0.5028,-0.5228,0.9409,3.96,risk_off,219,194,"beats, raised its dividend, upgraded, overweight rating, earnings growth","downgraded, fears, tumble",Positive news sentiment (109/194 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 209, 'yahoo_finance': 10}","109 of 194 confident headlines classified positive, 27 negative, 58 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 27 negative headline(s) countering 109 positive one(s). Lexicon detected bullish signals: beats, raised its dividend, upgraded (lexicon score: +0.01). Lexicon detected bearish signals: downgraded, fears, tumble (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.503."
2026-03-10T23:24:33.212439+00:00,LLY,HOLD,HOLD,NEGATIVE,MEDIUM,-0.5642,-0.5842,0.9574,3.96,risk_off,187,170,"soars, expands, breakthrough, soar, soared","downgraded, avoid, sank, struggling, concerns",Positive news sentiment (111/170 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: +0.10,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 177, 'yahoo_finance': 10}","111 of 170 confident headlines classified positive, 20 negative, 39 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 20 negative headline(s) countering 111 positive one(s). Lexicon detected bullish signals: soars, expands, breakthrough (lexicon score: +0.04). Lexicon detected bearish signals: downgraded, avoid, sank (lexicon score: +0.04). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.564."
2026-03-10T23:21:26.009846+00:00,INTC,SELL,SELL,NEGATIVE,HIGH,-0.9822,-1.0,0.9854,3.96,risk_off,10,7,,risks,Positive news sentiment (5/7 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"5 of 7 confident headlines classified positive, 0 negative, 2 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Lexicon detected bearish signals: risks (lexicon score: -0.02). Composite signal score: -0.982."
2026-03-10T23:27:33.692561+00:00,TGT,SELL,SELL,NEGATIVE,MEDIUM,-0.9718,-1.0,0.9227,3.96,risk_off,242,198,"upgraded, upgrades, expands","downgraded, layoffs, slump",Positive news sentiment (40/198 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 232, 'yahoo_finance': 10}","40 of 198 confident headlines classified positive, 12 negative, 146 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'upgraded' detected (historically positive avg CAR=+0.38%). Signal partially dampened by 12 negative headline(s) countering 40 positive one(s). Lexicon detected bullish signals: upgraded, upgrades, expands (lexicon score: -0.00). Lexicon detected bearish signals: downgraded, layoffs, slump (lexicon score: -0.00). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.972."
2026-03-10T23:26:32.622103+00:00,MCD,SELL,SELL,NEGATIVE,MEDIUM,-0.9193,-1.0,0.9003,3.96,risk_off,121,97,expands,"fears, crash, lawsuit",Positive news sentiment (15/97 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Volatility Spike Liquidity Premium Rises — Risk-off environment | Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 111, 'yahoo_finance': 10}","15 of 97 confident headlines classified positive, 7 negative, 75 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Keyword 'item' detected (historically negative avg CAR=-0.30%). Signal partially dampened by 7 negative headline(s) countering 15 positive one(s). Lexicon detected bullish signals: expands (lexicon score: -0.01). Lexicon detected bearish signals: fears, crash, lawsuit (lexicon score: -0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.919."
2026-03-10T23:26:51.631449+00:00,PM,SELL,SELL,NEGATIVE,HIGH,-0.8047,-0.9247,0.946,3.96,risk_off,10,8,,"volatility, avoid, earnings miss, delisting",Positive news sentiment (4/8 confident headlines) | Macro regime (risk_off): -0.12,safe haven bid equity selling | yields rise consumer spending falls,{'yahoo_finance': 10},"4 of 8 confident headlines classified positive, 1 negative, 3 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 1 negative headline(s) countering 4 positive one(s). Lexicon detected bearish signals: volatility, avoid, earnings miss (lexicon score: -0.13). Composite signal score: -0.805."
2026-03-10T23:31:43.650672+00:00,LIN,SELL,SELL,NEGATIVE,MEDIUM,-0.7825,-1.0,0.9525,3.96,risk_off,247,211,"beats, beat, raises dividend, profit rises, price target raised","pressure, downgrades, dropped, risks",Positive news sentiment (53/211 confident headlines) | Macro regime (risk_off): -0.12 | Sector transmission exposure: -0.10,Inflation Pressure — Brent crude supply disruption | safe haven bid equity selling | yields rise consumer spending falls,"{'gdelt': 237, 'yahoo_finance': 10}","53 of 211 confident headlines classified positive, 18 negative, 140 neutral (overall sentiment: positive). Highest-credibility source: yahoo_finance (weight=0.7). Signal partially dampened by 18 negative headline(s) countering 53 positive one(s). Lexicon detected bullish signals: beats, beat, raises dividend (lexicon score: +0.01). Lexicon detected bearish signals: pressure, downgrades, dropped (lexicon score: +0.01). Mixed lexicon signals — both bullish and bearish phrases present. Composite signal score: -0.782."
